ll,name,distance
"43.6662942,-79.4066433",Athletic Centre Fieldhouse,567.0
"43.6662942,-79.4066433",Wolfond Centre For Jewish Campus Life,587.0
"43.6662942,-79.4066433",Faculty of Kinesiology and Physical Education - Registrar's Office,597.0
"43.6662942,-79.4066433",UNSOC - University of Toronto United Nations Society,609.0
"43.6662942,-79.4066433",Woodsworth College Students' Association {WCSA},611.0
"43.6662942,-79.4066433","Claude T. Bissell Building, Faculty of Information",616.0
"43.6662942,-79.4066433",BookCamp Toronto,629.0
"43.6662942,-79.4066433",University of Toronto,634.0
"43.6662942,-79.4066433",OISE University of Toronto,644.0
"43.6662942,-79.4066433",Ontario Alpha Chapter of Phi Delta Theta,654.0
"43.6662942,-79.4066433",Thomas Fisher Rare Book Library,655.0
"43.6662942,-79.4066433",Rotman School of Management,669.0
"43.6662942,-79.4066433",Centre for Teaching Support and Innovation,669.0
"43.6662942,-79.4066433",The Howl Offices,671.0
"43.6662942,-79.4066433",New College Dining Hall,674.0
"43.6662942,-79.4066433",Ramsay Wright Zoological Laboratories,689.0
"43.6662942,-79.4066433",Centre de recherches en éducation franco-ontar ienne - CREFO,690.0
"43.6662942,-79.4066433",St. Hildas College,694.0
"43.6662942,-79.4066433",Ontario Institute for Studies in Education,722.0
"43.6662942,-79.4066433","University of Toronto, Frequently Called Numbers, Faculty Club of U of T",723.0
"43.6662942,-79.4066433",Department of Art,729.0
"43.6662942,-79.4066433",Statistics Aid Centre,740.0
"43.6662942,-79.4066433",Factor-Inwentash Faculty of Social Work,745.0
"43.6662942,-79.4066433",Sidney Smith Hall,767.0
"43.6662942,-79.4066433",Sidney Smith,772.0
"43.6662942,-79.4066433",Koffler House,787.0
"43.6662942,-79.4066433",The Servery,803.0
"43.6662942,-79.4066433",Munk School of Global Affairs,815.0
"43.6662942,-79.4066433",Phi Kappa Pi Fraternity,827.0
"43.6662942,-79.4066433",Lash Miller Chemical Laboratories,852.0
"43.6662942,-79.4066433",1 Spadina Crescent,855.0
"43.6662942,-79.4066433",Hart House Quad,880.0
"43.6662942,-79.4066433",University of Trinity College,888.0
"43.6662942,-79.4066433",Leonard Common Room,894.0
"43.6662942,-79.4066433",Caven Library,899.0
"43.6662942,-79.4066433",A.D. Allen Chemistry Library,901.0
"43.6662942,-79.4066433",King Edward Junior and Senior Public School,916.0
"43.6662942,-79.4066433",McLennan Physical Laboratories,937.0
"43.6662942,-79.4066433","Croft Chapter House, UC",940.0
"43.6662942,-79.4066433",Anthropology Building,962.0
"43.6662942,-79.4066433",University of Toronto - Department of Anthropolgy,978.0
"43.6662942,-79.4066433",Ikka,132.0
"43.6662942,-79.4066433",Prep101 Inc,189.0
"43.6662942,-79.4066433","Mathematical Finance Program, University of Toronto",273.0
"43.675278,-79.423889",Trump University,746.0
"43.675278,-79.423889",Skills for Change,757.0
"43.675278,-79.423889",Hillcrest Community School,782.0
"43.675278,-79.423889",Philosophy Fitness - St. Clair West,811.0
"43.675278,-79.423889",Mothercraft College,1010.0
"43.648928,-79.378623",Chestnut Residence,790.0
"43.648928,-79.378623",Evergreen College,82.0
"43.648928,-79.378623",Ontario Research and Innovation Optical,274.0
"43.648928,-79.378623",Wilfrid Laurier University - MBA School,441.0
"43.648928,-79.378623",Institute of Corporate Directors,485.0
"43.648928,-79.378623",CMU College of Makeup Art & Design,587.0
"43.648928,-79.378623",Smarten Up Institute,605.0
"43.648928,-79.378623",Csi Exam Centre,665.0
"43.648928,-79.378623",George Brown College Gym,681.0
"43.648928,-79.378623",George Brown College,696.0
"43.648928,-79.378623",Manhattan GMAT,718.0
"43.648928,-79.378623",George Brown College - Transitions to Post-Secondary Education,722.0
"43.648928,-79.378623",George Brown College LIAD 224A,727.0
"43.648928,-79.378623",Canadian Securities Institute,731.0
"43.648928,-79.378623",Good Food Market at GBC - St. James Campus,732.0
"43.648928,-79.378623",George Brown College - Centre for Preparatory & Liberal Studies,757.0
"43.648928,-79.378623",George Brown College Centre for Hospitality and Culinary Arts,770.0
"43.648928,-79.378623",George Brown Building D,778.0
"43.648928,-79.378623",George Brown College St. James Campus,782.0
"43.648928,-79.378623",George Brown College St. James,793.0
"43.648928,-79.378623",TRSM Career Development & Employment Partnership Centre,803.0
"43.648928,-79.378623",OCAD at 230 Richmond,812.0
"43.648928,-79.378623",Ted Rogers School of Management,816.0
"43.648928,-79.378623",Ryerson University Human Resources,821.0
"43.648928,-79.378623",Information Technology Management Student Association,823.0
"43.648928,-79.378623",College of Sports Media,831.0
"43.648928,-79.378623",Rider Training Institute,832.0
"43.648928,-79.378623",OCAD Graduate Studies,834.0
"43.648928,-79.378623",Social Body Lab,839.0
"43.648928,-79.378623",DFI headquarters - OCAD,844.0
"43.648928,-79.378623",Campus Facilities & Sustainability,850.0
"43.648928,-79.378623",Ryerson University,858.0
"43.648928,-79.378623",Creative Innovation Studio,862.0
"43.648928,-79.378623",Ryerson University,863.0
"43.648928,-79.378623",Victoria Building,867.0
"43.648928,-79.378623",Ryerson School of Performance,878.0
"43.648928,-79.378623",Act 1036,917.0
"43.648928,-79.378623",Ryerson University Central Placement Office,927.0
"43.648928,-79.378623",George Brown College School of Design Waterfront Campus,927.0
"43.648928,-79.378623",Chang School for Continuing Education,933.0
"43.648928,-79.378623",VerveSmith - Independent Educational Consultants,937.0
"43.648928,-79.378623",HEI 201 GCM Lecture Hall,946.0
"43.648928,-79.378623",George Brown College Continuing Education,953.0
"43.648928,-79.378623",University of Liverpool Online Degress - Information Session,956.0
"43.648928,-79.378623",Centre for Urban Energy,958.0
"43.648928,-79.378623",Ryerson University School of Image Arts,959.0
"43.648928,-79.378623",Ryerson University Campus Store,959.0
"43.648928,-79.378623",Kerr Hall West Room 057,980.0
"43.648928,-79.378623",Ryerson Early Learnng Centre,990.0
"43.648928,-79.378623",Association of Undergraduate Women in Science,993.0
"43.6509552,-79.3707",George Brown College,21.0
"43.6509552,-79.3707",George Brown College - Transitions to Post-Secondary Education,51.0
"43.6509552,-79.3707",Good Food Market at GBC - St. James Campus,63.0
"43.6509552,-79.3707",George Brown College Gym,75.0
"43.6509552,-79.3707",George Brown College LIAD 224A,85.0
"43.6509552,-79.3707",George Brown College - Centre for Preparatory & Liberal Studies,86.0
"43.6509552,-79.3707",George Brown Building D,109.0
"43.6509552,-79.3707",George Brown College Centre for Hospitality and Culinary Arts,132.0
"43.6509552,-79.3707",College of Sports Media,159.0
"43.6509552,-79.3707",George Brown College St. James Campus,195.0
"43.6509552,-79.3707",Ravenclaw Common Room,256.0
"43.6509552,-79.3707",CMU College of Makeup Art & Design,268.0
"43.6509552,-79.3707",Act 1036,271.0
"43.6509552,-79.3707",George Brown College St. James,284.0
"43.6509552,-79.3707",Landmark Toronto,298.0
"43.6509552,-79.3707",Harris Institute For the Arts,333.0
"43.6509552,-79.3707",George Brown College Continuing Education,333.0
"43.6509552,-79.3707",George Brown School of Design,407.0
"43.6509552,-79.3707",George Brown School of Design,423.0
"43.6509552,-79.3707",Evergreen College,603.0
"43.6509552,-79.3707",George Brown College School of Design Waterfront Campus,741.0
"43.6509552,-79.3707",Ontario Research and Innovation Optical,835.0
"43.6509552,-79.3707",Infoscape Research Lab,840.0
"43.6509552,-79.3707",Mastercard Foundation,861.0
"43.6509552,-79.3707",George Brown College - Waterfront Campus,868.0
"43.6509552,-79.3707",Centre for Urban Energy,871.0
"43.6509552,-79.3707",Campus Facilities & Sustainability,879.0
"43.6509552,-79.3707",Centre for Urban Energy,889.0
"43.6509552,-79.3707",Creative Innovation Studio,900.0
"43.6509552,-79.3707",Herzing College,937.0
"43.6509552,-79.3707",HEI 201 GCM Lecture Hall,963.0
"43.6509552,-79.3707",Victoria Building,966.0
"43.6509552,-79.3707",Rye High Eng,969.0
"43.6509552,-79.3707",Ryerson University School of Image Arts,990.0
"43.6509552,-79.3707",RTA Productions,996.0
"43.6509552,-79.3707",Ryerson University Chinese Students' Association,996.0
"43.6509552,-79.3707",Taie International Institute,1000.0
"43.6509552,-79.3707",Ryerson University,1105.0
"43.6509552,-79.3707",University of Toronto,44.0
"43.6509552,-79.3707",Institute Without Boundaries,88.0
"43.6509552,-79.3707",Canadore College,266.0
"43.6509552,-79.3707",York Univeristy Schulich School of Business,4325.0
"43.6509552,-79.3707",NIC Newton International College,423.0
"43.6509552,-79.3707",Orano,489.0
"43.6509552,-79.3707",HOEM on Jarvis,6635.0
"43.6509552,-79.3707",York College,509.0
"43.6509552,-79.3707",The David Asper Centre for Constitutional Righ ts,726.0
"43.6509552,-79.3707",Canadian Centre For Verbatim Studies,786.0
"43.6509552,-79.3707",The G. Raymond Chang School of Continuing Education,900.0
"43.6509552,-79.3707",Ryerson Engineering,912.0
"43.645572,-79.39399",Toronto Image Works,143.0
"43.645572,-79.39399","Fit Factory Downtown, Toronto",82.0
"43.645572,-79.39399",Toronto School of Art,238.0
"43.645572,-79.39399",Centre For Indigenous Theatre,268.0
"43.645572,-79.39399",Gallery 44 Darkroom,283.0
"43.645572,-79.39399",Academy of Learning Career College Toronto,328.0
"43.645572,-79.39399",Recording Arts Canada,329.0
"43.645572,-79.39399",Eurocentres Toronto,333.0
"43.645572,-79.39399",Ontario College of Family Physicians,342.0
"43.645572,-79.39399",RED Academy Toronto,344.0
"43.645572,-79.39399",Canpacific College of Bus,382.0
"43.645572,-79.39399",Biz Launch,383.0
"43.645572,-79.39399",Better the World,408.0
"43.645572,-79.39399",Student Life Network,410.0
"43.645572,-79.39399",George Brown College I.E.C.I,464.0
"43.645572,-79.39399",Westside Montessori School,485.0
"43.645572,-79.39399",CSI Global Education Inc,528.0
"43.645572,-79.39399",OUSA | Ontario Undergraduate Student Alliance,529.0
"43.645572,-79.39399",Ogden Junior Public School,539.0
"43.645572,-79.39399",Rider Training Institute,547.0
"43.645572,-79.39399",OCAD Graduate Studies,559.0
"43.645572,-79.39399",DFI headquarters - OCAD,567.0
"43.645572,-79.39399",OCADU sLab & SFI Collaboration Space,570.0
"43.645572,-79.39399",Institute of Traditional Medicine,572.0
"43.645572,-79.39399",Social Body Lab,573.0
"43.645572,-79.39399",Canadian Securities Institute,574.0
"43.645572,-79.39399",OCAD Richmond Campus,596.0
"43.645572,-79.39399",OCAD U Graduate Gallery,600.0
"43.645572,-79.39399",OCAD University Marketing & Communications Office,607.0
"43.645572,-79.39399",Examstraining,648.0
"43.645572,-79.39399",Csi Exam Centre,652.0
"43.645572,-79.39399",Meic Hq,658.0
"43.645572,-79.39399",OCAD at 230 Richmond,678.0
"43.645572,-79.39399",Smarten Up Institute,691.0
"43.645572,-79.39399",Vcetests,730.0
"43.645572,-79.39399",OCAD Health & Wellness Centre,737.0
"43.645572,-79.39399",Ocad,755.0
"43.645572,-79.39399",OCAD Student Centre,788.0
"43.645572,-79.39399",Sigma Pi Fraternity House,792.0
"43.645572,-79.39399",University Quad,799.0
"43.645572,-79.39399",Institute of Corporate Directors,829.0
"43.645572,-79.39399",OCAD University Tabletop,849.0
"43.645572,-79.39399",Physical Computing Lab - OCAD University,857.0
"43.645572,-79.39399",Wilfrid Laurier University - MBA School,868.0
"43.645572,-79.39399",Ontario College of Art & Design,874.0
"43.645572,-79.39399",Laurier Toronto,877.0
"43.645572,-79.39399",Toronto Chinese Academy,892.0
"43.645572,-79.39399",The Dirt Underneath Actors' Space,905.0
"43.645572,-79.39399",201 Niagara Falls,930.0
"43.645572,-79.39399",Fifth Floor Open Studio,930.0
"43.652777,-79.372637",Ryerson Recreation and Athletics Centre,825.0
"43.652777,-79.372637",CMU College of Makeup Art & Design,57.0
"43.652777,-79.372637",George Brown College St. James,150.0
"43.652777,-79.372637",George Brown College St. James Campus,179.0
"43.652777,-79.372637",George Brown College Gym,185.0
"43.652777,-79.372637",George Brown College LIAD 224A,213.0
"43.652777,-79.372637",George Brown College Centre for Hospitality and Culinary Arts,221.0
"43.652777,-79.372637",George Brown College - Transitions to Post-Secondary Education,253.0
"43.652777,-79.372637",Good Food Market at GBC - St. James Campus,253.0
"43.652777,-79.372637",George Brown College,255.0
"43.652777,-79.372637",George Brown College - Centre for Preparatory & Liberal Studies,266.0
"43.652777,-79.372637",College of Sports Media,314.0
"43.652777,-79.372637",George Brown College Continuing Education,333.0
"43.652777,-79.372637",George Brown Building D,337.0
"43.652777,-79.372637",Act 1036,495.0
"43.652777,-79.372637",George Brown School of Design,574.0
"43.652777,-79.372637",Infoscape Research Lab,586.0
"43.652777,-79.372637",Evergreen College,594.0
"43.652777,-79.372637",Centre for Urban Energy,617.0
"43.652777,-79.372637",Campus Facilities & Sustainability,626.0
"43.652777,-79.372637",Creative Innovation Studio,647.0
"43.652777,-79.372637",HEI 201 GCM Lecture Hall,709.0
"43.652777,-79.372637",Rye High Eng,714.0
"43.652777,-79.372637",Victoria Building,717.0
"43.652777,-79.372637",Ontario Research and Innovation Optical,719.0
"43.652777,-79.372637",Ryerson University School of Image Arts,736.0
"43.652777,-79.372637",RTA Productions,741.0
"43.652777,-79.372637",Ryerson University Chinese Students' Association,741.0
"43.652777,-79.372637",Image Arts Lounge,741.0
"43.652777,-79.372637",Ryerson Hub Cafeteria,750.0
"43.652777,-79.372637",Chang School for Continuing Education,764.0
"43.652777,-79.372637",Rogers Communucation Centre,769.0
"43.652777,-79.372637",Kerr Hall West Room 057,782.0
"43.652777,-79.372637",Ryerson University Central Placement Office,791.0
"43.652777,-79.372637",Ryerson University Campus Store,793.0
"43.652777,-79.372637",Ryerson University,800.0
"43.652777,-79.372637",Ryerson OneCard,803.0
"43.652777,-79.372637",Ryerson Early Learnng Centre,805.0
"43.652777,-79.372637",Ryerson University Human Resources,809.0
"43.652777,-79.372637",Ryerson School of Fashion,828.0
"43.652777,-79.372637",Ryerson University Library 7th Floor,841.0
"43.652777,-79.372637",RU Student Life,842.0
"43.652777,-79.372637",Association of Undergraduate Women in Science,842.0
"43.652777,-79.372637",Faculty of Community Svc,843.0
"43.652777,-79.372637",Library Building,845.0
"43.652777,-79.372637",Toronto Metropolitan University Park,847.0
"43.652777,-79.372637",Ryerson University,852.0
"43.652777,-79.372637",Ryerson University Library 4th Floor,856.0
"43.652777,-79.372637",Ryerson University Quad,860.0
"43.652777,-79.372637",Ryerson University,860.0
"43.665538,-79.451263",Pangaea Consultants,84.0
"43.665538,-79.451263",Stro1 Ranch,404.0
"43.665538,-79.451263",St Josephat,425.0
"43.665538,-79.451263",West End Math Tutor,831.0
"43.665538,-79.451263",Kikkawa College & Teaching Clinic,976.0
"43.665538,-79.451263",Trebas Institute,992.0
"43.650325,-79.372287",George Brown College,167.0
"43.650325,-79.372287",George Brown College Gym,176.0
"43.650325,-79.372287",George Brown College - Transitions to Post-Secondary Education,195.0
"43.650325,-79.372287",Good Food Market at GBC - St. James Campus,206.0
"43.650325,-79.372287",George Brown College LIAD 224A,213.0
"43.650325,-79.372287",George Brown College - Centre for Preparatory & Liberal Studies,230.0
"43.650325,-79.372287",George Brown Building D,246.0
"43.650325,-79.372287",CMU College of Makeup Art & Design,255.0
"43.650325,-79.372287",George Brown College Centre for Hospitality and Culinary Arts,261.0
"43.650325,-79.372287",George Brown College St. James Campus,304.0
"43.650325,-79.372287",College of Sports Media,304.0
"43.650325,-79.372287",George Brown College St. James,367.0
"43.650325,-79.372287",Act 1036,393.0
"43.650325,-79.372287",Evergreen College,459.0
"43.650325,-79.372287",George Brown College Continuing Education,463.0
"43.650325,-79.372287",George Brown School of Design,565.0
"43.650325,-79.372287",Ontario Research and Innovation Optical,708.0
"43.650325,-79.372287",George Brown College School of Design Waterfront Campus,710.0
"43.650325,-79.372287",Infoscape Research Lab,815.0
"43.650325,-79.372287",Campus Facilities & Sustainability,850.0
"43.650325,-79.372287",Creative Innovation Studio,870.0
"43.650325,-79.372287",Centre for Urban Energy,870.0
"43.650325,-79.372287",George Brown College - Waterfront Campus,881.0
"43.650325,-79.372287",Manhattan GMAT,921.0
"43.650325,-79.372287",Victoria Building,927.0
"43.650325,-79.372287",HEI 201 GCM Lecture Hall,942.0
"43.650325,-79.372287",Image Arts Lounge,959.0
"43.650325,-79.372287",Rye High Eng,963.0
"43.650325,-79.372287",Wilfrid Laurier University - MBA School,966.0
"43.650325,-79.372287",Ryerson University School of Image Arts,967.0
"43.650325,-79.372287",Ryerson University Human Resources,982.0
"43.650325,-79.372287",Chang School for Continuing Education,982.0
"43.650325,-79.372287",Ryerson University Chinese Students' Association,985.0
"43.650325,-79.372287",Ryerson University,989.0
"43.650325,-79.372287",RTA Productions,994.0
"43.650325,-79.372287",Ryerson University Central Placement Office,1001.0
"43.650325,-79.372287",Ryerson University,1072.0
"43.650325,-79.372287",Institute Without Boundaries,122.0
"43.650325,-79.372287",University of Toronto,126.0
"43.650325,-79.372287",Canadore College,167.0
"43.650325,-79.372287",NIC Newton International College,292.0
"43.650325,-79.372287",Orano,347.0
"43.650325,-79.372287",York Univeristy Schulich School of Business,4229.0
"43.650325,-79.372287",The David Asper Centre for Constitutional Righ ts,592.0
"43.650325,-79.372287",Canadian Centre For Verbatim Studies,656.0
"43.650325,-79.372287",The G. Raymond Chang School of Continuing Education,875.0
"43.650325,-79.372287",Canadian Securities Institute,892.0
"43.650325,-79.372287",Stepthen Overbury Seminars Inc,893.0
"43.650325,-79.372287",Uniglobe Consulting Inc,909.0
"43.650325,-79.372287",ProCom - Professional Communication - Ryerson University,997.0
"43.66943,-79.38915",Isabel Bader Theatre,362.0
"43.66943,-79.38915",Rowell Jackman Hall,257.0
"43.66943,-79.38915",Toronto Hostels Training Centre,287.0
"43.66943,-79.38915",Canadian Centre For Verbatim Studies,298.0
"43.66943,-79.38915",Elmsley Hall,314.0
"43.66943,-79.38915",Margaret Addison Hall,314.0
"43.66943,-79.38915",St. Michael's College,322.0
"43.66943,-79.38915",Victoria College,338.0
"43.66943,-79.38915",Centre for Reformation and Renaissance Studies,372.0
"43.66943,-79.38915",Northrop Frye Hall,437.0
"43.66943,-79.38915","Faculty of Theology, University of St Michael's College",467.0
"43.66943,-79.38915",Carr Hall,487.0
"43.66943,-79.38915",International Language Academy of Canada,520.0
"43.66943,-79.38915",Flavelle House,526.0
"43.66943,-79.38915",University of Trinity College,694.0
"43.66943,-79.38915",SafetyON Environmental Inc,703.0
"43.66943,-79.38915",Factor-Inwentash Faculty of Social Work,704.0
"43.66943,-79.38915",Ontario Institute for Studies in Education,729.0
"43.66943,-79.38915",Phi Kappa Pi Fraternity,736.0
"43.66943,-79.38915",Centre de recherches en éducation franco-ontar ienne - CREFO,764.0
"43.66943,-79.38915",Hart House Fitness Centre,765.0
"43.66943,-79.38915",Arbor Room,782.0
"43.66943,-79.38915",Hart House Art Committee,788.0
"43.66943,-79.38915",The Howl Offices,788.0
"43.66943,-79.38915",OISE University of Toronto,806.0
"43.66943,-79.38915",HiTech Network Inc,812.0
"43.66943,-79.38915",Munk School of Global Affairs,812.0
"43.66943,-79.38915",Branksome Hall Library,812.0
"43.66943,-79.38915",University of Toronto,814.0
"43.66943,-79.38915",St. Hildas College,822.0
"43.66943,-79.38915",University of Toronto Students' Union,833.0
"43.66943,-79.38915",The Servery,834.0
"43.66943,-79.38915",Woodsworth College Students' Association {WCSA},849.0
"43.66943,-79.38915",Hart House Quad,878.0
"43.66943,-79.38915",Enrollment Svc,887.0
"43.66943,-79.38915",University of Toronto,912.0
"43.66943,-79.38915",Rotman School of Management,916.0
"43.66943,-79.38915",BookCamp Toronto,922.0
"43.66943,-79.38915","Claude T. Bissell Building, Faculty of Information",922.0
"43.66943,-79.38915",Pass4sure 642-732 Certification,938.0
"43.66943,-79.38915",Caven Library,938.0
"43.66943,-79.38915",NMR Centre,969.0
"43.66943,-79.38915",Ontario Alpha Chapter of Phi Delta Theta,972.0
"43.66943,-79.38915",Centre for Teaching Support and Innovation,974.0
"43.66943,-79.38915",Leonard Common Room,975.0
"43.66943,-79.38915",Thomas Fisher Rare Book Library,979.0
"43.66943,-79.38915","Croft Chapter House, UC",979.0
"43.66943,-79.38915",Banting Reserch Foundation,1018.0
"43.66943,-79.38915",Corporate Class Inc,1714.0
"43.66943,-79.38915",Admit Master,74.0
"43.669244,-79.3894",Isabel Bader Theatre,334.0
"43.669244,-79.3894",Rowell Jackman Hall,229.0
"43.669244,-79.3894",Margaret Addison Hall,286.0
"43.669244,-79.3894",Elmsley Hall,290.0
"43.669244,-79.3894",Toronto Hostels Training Centre,298.0
"43.669244,-79.3894",St. Michael's College,299.0
"43.669244,-79.3894",Canadian Centre For Verbatim Studies,305.0
"43.669244,-79.3894",Victoria College,309.0
"43.669244,-79.3894",Centre for Reformation and Renaissance Studies,345.0
"43.669244,-79.3894",Northrop Frye Hall,408.0
"43.669244,-79.3894","Faculty of Theology, University of St Michael's College",451.0
"43.669244,-79.3894",Carr Hall,463.0
"43.669244,-79.3894",Flavelle House,497.0
"43.669244,-79.3894",International Language Academy of Canada,541.0
"43.669244,-79.3894",University of Trinity College,666.0
"43.669244,-79.3894",Factor-Inwentash Faculty of Social Work,681.0
"43.669244,-79.3894",SafetyON Environmental Inc,689.0
"43.669244,-79.3894",Ontario Institute for Studies in Education,706.0
"43.669244,-79.3894",Phi Kappa Pi Fraternity,720.0
"43.669244,-79.3894",Hart House Fitness Centre,737.0
"43.669244,-79.3894",Centre de recherches en éducation franco-ontar ienne - CREFO,742.0
"43.669244,-79.3894",Arbor Room,754.0
"43.669244,-79.3894",Hart House Art Committee,759.0
"43.669244,-79.3894",The Howl Offices,762.0
"43.669244,-79.3894",OISE University of Toronto,783.0
"43.669244,-79.3894",Munk School of Global Affairs,783.0
"43.669244,-79.3894",University of Toronto,789.0
"43.669244,-79.3894",St. Hildas College,795.0
"43.669244,-79.3894",University of Toronto Students' Union,804.0
"43.669244,-79.3894",HiTech Network Inc,805.0
"43.669244,-79.3894",The Servery,806.0
"43.669244,-79.3894",Woodsworth College Students' Association {WCSA},823.0
"43.669244,-79.3894",Branksome Hall Library,838.0
"43.669244,-79.3894",Hart House Quad,849.0
"43.669244,-79.3894",Enrollment Svc,864.0
"43.669244,-79.3894",University of Toronto,884.0
"43.669244,-79.3894",Rotman School of Management,887.0
"43.669244,-79.3894",BookCamp Toronto,894.0
"43.669244,-79.3894","Claude T. Bissell Building, Faculty of Information",894.0
"43.669244,-79.3894",Caven Library,909.0
"43.669244,-79.3894",Pass4sure 642-732 Certification,914.0
"43.669244,-79.3894",JJR Macleod Auditorium,939.0
"43.669244,-79.3894",NMR Centre,943.0
"43.669244,-79.3894",Centre for Teaching Support and Innovation,945.0
"43.669244,-79.3894",Leonard Common Room,946.0
"43.669244,-79.3894",Thomas Fisher Rare Book Library,950.0
"43.669244,-79.3894","Croft Chapter House, UC",950.0
"43.669244,-79.3894",Ontario Alpha Chapter of Phi Delta Theta,955.0
"43.669244,-79.3894",Banting Reserch Foundation,999.0
"43.669244,-79.3894",Robarts 3rd Floor,1002.0
"43.683351,-79.41562",St. Mike's Hockey Arena,201.0
"43.683351,-79.41562",Mothercraft College,234.0
"43.683351,-79.41562",Canadian Friends of Haifa University,336.0
"43.683351,-79.41562",Hillcrest Community School,436.0
"43.683351,-79.41562",Philosophy Fitness - St. Clair West,481.0
"43.683351,-79.41562",Upper Dining Hall,530.0
"43.683351,-79.41562",Upper Canada College Preparatory School,533.0
"43.683351,-79.41562",Xavier's School For the Gifted,862.0
"43.683351,-79.41562",George Brown - Casa Loma Campus Library,875.0
"43.683351,-79.41562",George Brown College - Casa Loma Campus,909.0
"43.683351,-79.41562",Trump University,990.0
"43.683351,-79.41562",Med Action Health Group Inc,882.0
"43.6574766,-79.373446",Canada's National Ballet School,753.0
"43.6574766,-79.373446",Ryerson Recreation and Athletics Centre,482.0
"43.6574766,-79.373446",Centre for Urban Energy,268.0
"43.6574766,-79.373446",Rye High Eng,344.0
"43.6574766,-79.373446",RTA Productions,346.0
"43.6574766,-79.373446",Ryerson Hub Cafeteria,355.0
"43.6574766,-79.373446",Infoscape Research Lab,373.0
"43.6574766,-79.373446",Faculty of Community Svc,379.0
"43.6574766,-79.373446",Modern Literature and Culture Research Centre,382.0
"43.6574766,-79.373446",Ryerson University Chinese Students' Association,391.0
"43.6574766,-79.373446",Rogers Communucation Centre,394.0
"43.6574766,-79.373446",Ryerson University Co-Operative Education,404.0
"43.6574766,-79.373446",Campus Facilities & Sustainability,409.0
"43.6574766,-79.373446",HEI 201 GCM Lecture Hall,418.0
"43.6574766,-79.373446",Creative Innovation Studio,424.0
"43.6574766,-79.373446",Eric Palin Hall,424.0
"43.6574766,-79.373446",Ryerson University School of Image Arts,444.0
"43.6574766,-79.373446",Ryerson OneCard,474.0
"43.6574766,-79.373446",Neill-Wycik College-Hotel,475.0
"43.6574766,-79.373446",George Brown College St. James,481.0
"43.6574766,-79.373446",Kerr Hall North,482.0
"43.6574766,-79.373446",Kerr Hall West Room 057,492.0
"43.6574766,-79.373446",Toronto Metropolitan University Park,493.0
"43.6574766,-79.373446",Image Arts Lounge,497.0
"43.6574766,-79.373446",Ryerson University Quad,500.0
"43.6574766,-79.373446",Chang School for Continuing Education,512.0
"43.6574766,-79.373446",Victoria Building,513.0
"43.6574766,-79.373446",Ryerson Early Learnng Centre,517.0
"43.6574766,-79.373446",Ryerson School of Fashion,520.0
"43.6574766,-79.373446",Ryerson University Campus Store,530.0
"43.6574766,-79.373446",CMU College of Makeup Art & Design,551.0
"43.6574766,-79.373446",Ryerson Aboriginal Student Svc,552.0
"43.6574766,-79.373446",Library Building,554.0
"43.6574766,-79.373446",Ryerson University Central Placement Office,558.0
"43.6574766,-79.373446",Ryerson University - Kerr Hall,562.0
"43.6574766,-79.373446",Kerr Hall West Gym,562.0
"43.6574766,-79.373446",Ryerson University Library 7th Floor,565.0
"43.6574766,-79.373446",POD Building,566.0
"43.6574766,-79.373446",Ryerson University,568.0
"43.6574766,-79.373446",Ryerson University Library 4th Floor,571.0
"43.6574766,-79.373446",Association of Undergraduate Women in Science,571.0
"43.6574766,-79.373446",Toronto Metropolitan University Student Financial Services,577.0
"43.6574766,-79.373446",Ryerson Student Affairs,581.0
"43.6574766,-79.373446",George Brown College St. James Campus,583.0
"43.6574766,-79.373446",George Brown College Continuing Education,583.0
"43.6574766,-79.373446",Arts lab - POD 356,591.0
"43.6574766,-79.373446",Intl Institute Travel,616.0
"43.6574766,-79.373446",Ryerson University Student Learning Centre,619.0
"43.6574766,-79.373446",The Commons,629.0
"43.6574766,-79.373446",Ryerson University,631.0
"43.636611,-79.400042",Health & Wellness,601.0
"43.636611,-79.400042",Examstraining,607.0
"43.636611,-79.400042",The Dirt Underneath Actors' Space,612.0
"43.636611,-79.400042",Better the World,818.0
"43.636611,-79.400042",RED Academy Toronto,840.0
"43.636611,-79.400042",St Stephens Waterfront Childcare,2521.0
"43.646552,-79.406468",Toronto Image Works,870.0
"43.646552,-79.406468",Carr Street Station,333.0
"43.646552,-79.406468",Institute of Traditional Medicine,514.0
"43.646552,-79.406468",Urban Reading Rooms - Visiting Toronto,522.0
"43.646552,-79.406468",Westside Montessori School,555.0
"43.646552,-79.406468",The Dirt Underneath Actors' Space,609.0
"43.646552,-79.406468",Alexandra Park Neighbourhood Learning Centre,632.0
"43.646552,-79.406468",Canpacific College of Bus,687.0
"43.646552,-79.406468",Better the World,704.0
"43.646552,-79.406468",ThingTank,733.0
"43.646552,-79.406468",RED Academy Toronto,762.0
"43.646552,-79.406468",Toronto School of Art,793.0
"43.646552,-79.406468",201 Niagara Falls,820.0
"43.646552,-79.406468",Toronto First Aid,902.0
"43.646552,-79.406468",Gallery 44 Darkroom,942.0
"43.646552,-79.406468",Centre For Indigenous Theatre,948.0
"43.646552,-79.406468",Student Life Network,975.0
"43.646552,-79.406468",Ogden Junior Public School,981.0
"43.646552,-79.406468",Medeon Corp,892.0
"43.646552,-79.406468",George Brown Collegeapplied,904.0
